Employee_ID,Hospital,Department,Job_Level,Job_Role,Location,Gender,Age,Education,Employment_Type,Work_Mode,Shift,Years_at_Hospital,Years_in_Current_Role,Total_Work_Experience,Monthly_Salary_INR,Annual_Salary_INR,Annual_Bonus_INR,Job_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime_Hours_Month,Overtime,Night_Shifts_Month,Training_Hours_Year,Patients_Handled_Month,Projects_Count,Promotions_Last_5_Years,Manager_Rating,Distance_From_Home_KM,Salary_Growth_Potential,Attrition_Probability,Attrition
HOSP10615,CityCare Hospital,Emergency,L2,Hospital Administrator,Udupi,Female,31,Master's,Full-Time,On-Site,Rotational,16,6,28,156874,1882488,30399,2,3,3,71,Yes,3,96,71,9,3,1,18.0,Low,0.9461,Yes
HOSP10616,Manipal Hospital,Administration,L4,Radiology Technician,Udupi,Female,46,Bachelor's,Full-Time,On-Site,Rotational,18,10,16,20263,243156,119374,5,3,3,72,Yes,1,84,56,5,3,1,43.0,Low,0.9629,Yes
HOSP10617,Apollo Hospital,Outpatient,L3,Consultant Doctor,Mangaluru,Female,47,Bachelor's,Full-Time,On-Site,Night,4,8,26,175985,2111820,145074,2,3,1,70,Yes,7,97,136,0,1,4,20.0,Low,0.9612,No
HOSP10618,AIIMS Mangaluru,Laboratory,L3,Resident Doctor,Mangaluru,Male,31,PhD,Full-Time,On-Site,Rotational,19,8,1,75788,909456,43098,3,1,5,29,Yes,1,55,278,3,0,4,32.6,Medium,0.7495,Yes
HOSP10619,AIIMS Mangaluru,Nursing,L1,Staff Nurse,Udupi,Female,58,Diploma,Full-Time,On-Site,Day,12,10,12,157227,1886724,45511,2,2,4,15,No,15,99,283,3,0,2,29.7,Low,0.8979,Yes
HOSP10620,Fortis Hospital,Outpatient,L3,Data Analyst,Hubballi,Male,54,Bachelor's,Contract,Hybrid,Day,12,5,0,149994,1799928,53243,4,5,2,4,No,8,16,322,10,0,4,7.8,Medium,0.4435,No
HOSP10621,Manipal Hospital,Radiology,L2,Billing Executive,Kochi,Female,39,Diploma,Full-Time,On-Site,Night,10,0,25,169744,2036928,115131,1,5,2,28,Yes,4,9,83,7,3,1,44.6,High,0.8777,No
HOSP10622,Manipal Hospital,Emergency,L4,Physiotherapist,Mysuru,Female,26,MD/MS,Part-Time,On-Site,Day,10,5,27,63344,760128,28750,3,5,2,46,Yes,8,86,61,1,1,3,21.1,High,0.8492,Yes
HOSP10623,Fortis Hospital,ICU,L3,IT Support Engineer,Kochi,Female,58,MBBS,Full-Time,Hybrid,Rotational,15,4,18,140819,1689828,222682,4,2,3,21,Yes,14,43,62,0,3,1,18.1,Medium,0.8261,Yes
HOSP10624,Apollo Hospital,General Medicine,L1,Resident Doctor,Mysuru,Male,48,Master's,Part-Time,Hybrid,Day,14,3,10,168086,2017032,148382,1,3,4,77,Yes,8,1,144,6,1,2,41.4,Medium,0.9888,Yes
HOSP10625,Manipal Hospital,Emergency,L1,IT Support Engineer,Udupi,Female,21,MBBS,Full-Time,On-Site,Night,16,5,4,91352,1096224,55398,4,3,2,56,Yes,13,98,289,5,3,4,24.1,Low,0.939,Yes
HOSP10626,AIIMS Mangaluru,Outpatient,L1,Billing Executive,Mangaluru,Female,55,MBBS,Contract,On-Site,Rotational,17,5,0,58324,699888,213614,2,4,2,34,Yes,7,13,366,4,3,3,31.9,Low,0.9026,Yes
HOSP10627,AIIMS Mangaluru,Pharmacy,L2,Senior Nurse,Hubballi,Female,60,MD/MS,Full-Time,On-Site,Rotational,18,5,19,112075,1344900,206279,3,5,1,59,Yes,7,120,252,7,2,1,38.2,Low,0.9544,Yes
HOSP10628,CityCare Hospital,Laboratory,L2,Hospital Administrator,Mangaluru,Female,28,Bachelor's,Full-Time,On-Site,Night,3,1,29,95169,1142028,248797,2,5,5,69,Yes,3,110,151,10,3,3,11.0,Medium,0.8818,Yes
HOSP10629,Manipal Hospital,ICU,L3,Consultant Doctor,Kochi,Male,27,Master's,Full-Time,Hybrid,Rotational,4,6,12,41384,496608,44345,5,3,5,59,Yes,15,108,21,1,1,5,8.0,Medium,0.9141,Yes
HOSP10630,Apollo Hospital,Physiotherapy,L2,Resident Doctor,Mangaluru,Female,31,Bachelor's,Full-Time,Hybrid,Rotational,6,3,7,21512,258144,93430,3,5,5,57,Yes,13,40,134,1,3,1,3.5,High,0.8982,Yes
HOSP10631,Fortis Hospital,Pharmacy,L2,IT Support Engineer,Udupi,Male,59,PhD,Full-Time,On-Site,Night,1,8,5,155138,1861656,114921,2,3,1,2,No,3,1,20,8,2,5,40.4,High,0.5852,Yes
HOSP10632,Fortis Hospital,Radiology,L1,Staff Nurse,Hubballi,Female,24,MBBS,Full-Time,On-Site,Day,0,9,28,141775,1701300,91729,3,3,3,33,Yes,13,18,350,0,2,3,9.4,Low,0.7996,Yes
HOSP10633,Apollo Hospital,Pharmacy,L1,Resident Doctor,Kochi,Male,45,PhD,Full-Time,On-Site,Night,11,1,16,96743,1160916,51843,1,3,1,44,Yes,1,79,84,5,1,4,14.2,Medium,0.7534,Yes
HOSP10634,Mangalore Medical Centre,Cardiology,L4,Data Analyst,Hubballi,Male,32,Diploma,Contract,Hybrid,Rotational,9,4,11,103642,1243704,141294,3,1,2,49,Yes,3,106,144,2,2,4,13.2,Low,0.8344,Yes
HOSP10635,District General Hospital,Cardiology,L2,Senior Nurse,Mysuru,Female,46,MBBS,Full-Time,On-Site,Rotational,7,3,0,147587,1771044,220394,3,1,4,1,No,15,107,275,4,2,4,14.1,Medium,0.5171,No
HOSP10636,CityCare Hospital,Nursing,L3,Physiotherapist,Mangaluru,Female,58,Bachelor's,Full-Time,On-Site,Rotational,0,8,2,97858,1174296,162581,1,1,2,14,No,3,88,341,7,0,5,30.2,Low,0.7245,Yes
HOSP10637,Fortis Hospital,Outpatient,L4,Pharmacist,Hubballi,Male,32,MBBS,Full-Time,On-Site,Night,11,3,13,72800,873600,131458,2,1,2,36,Yes,5,0,162,6,1,4,43.0,High,0.9312,Yes
HOSP10638,Manipal Hospital,Surgery,L3,Medical Officer,Bengaluru,Female,57,Diploma,Full-Time,On-Site,Day,1,7,25,118364,1420368,64334,3,2,4,14,No,2,1,347,3,2,2,15.2,High,0.4855,No
HOSP10639,CityCare Hospital,Administration,L4,Physiotherapist,Mangaluru,Female,44,MD/MS,Full-Time,On-Site,Day,9,7,30,20387,244644,67170,4,4,5,59,Yes,1,111,265,7,2,1,18.6,Low,0.845,Yes
HOSP10640,Manipal Hospital,Administration,L2,Ward Assistant,Mysuru,Female,36,PhD,Full-Time,On-Site,Night,16,5,7,150871,1810452,40878,3,4,1,63,Yes,14,26,135,10,2,1,34.8,High,0.9771,Yes
HOSP10641,Mangalore Medical Centre,Physiotherapy,L5,Resident Doctor,Hubballi,Male,33,PhD,Contract,Hybrid,Rotational,2,5,10,137095,1645140,200741,2,3,3,80,Yes,7,1,396,10,1,3,19.7,Medium,0.9796,Yes
HOSP10642,AIIMS Mangaluru,Physiotherapy,L1,Lab Technician,Kochi,Female,45,Bachelor's,Contract,Hybrid,Rotational,6,10,26,53548,642576,238752,1,5,2,51,Yes,1,93,322,9,0,5,41.7,Medium,0.9305,Yes
HOSP10643,CityCare Hospital,ICU,L1,Radiology Technician,Mysuru,Female,24,MBBS,Contract,On-Site,Day,11,7,13,108450,1301400,169421,2,1,2,22,Yes,7,50,109,10,3,1,22.9,Medium,0.8444,Yes
HOSP10644,Fortis Hospital,Radiology,L3,Lab Technician,Bengaluru,Female,31,Bachelor's,Full-Time,On-Site,Night,7,9,7,123669,1484028,231343,5,4,3,36,Yes,6,9,315,1,0,5,16.0,Medium,0.754,No
HOSP10645,CityCare Hospital,Pediatrics,L5,Physiotherapist,Hubballi,Male,52,MD/MS,Part-Time,On-Site,Night,19,8,28,98171,1178052,153024,3,4,1,40,Yes,2,18,61,6,1,3,43.7,High,0.871,Yes
HOSP10646,CityCare Hospital,Nursing,L4,Data Analyst,Chennai,Female,27,MBBS,Full-Time,On-Site,Night,11,4,2,63414,760968,90352,3,1,2,56,Yes,5,105,54,4,1,4,19.4,High,0.8937,Yes
HOSP10647,CityCare Hospital,Cardiology,L1,Lab Technician,Chennai,Male,31,MBBS,Full-Time,On-Site,Day,2,10,6,91071,1092852,152601,1,2,3,24,Yes,5,79,60,10,1,3,10.8,Medium,0.6766,Yes
HOSP10648,District General Hospital,ICU,L2,Staff Nurse,Udupi,Female,48,Bachelor's,Full-Time,Hybrid,Day,16,0,27,130808,1569696,202375,3,2,2,36,Yes,9,12,360,5,3,2,8.4,High,0.8091,Yes
HOSP10649,CityCare Hospital,Pediatrics,L5,Lab Technician,Mangaluru,Male,43,Bachelor's,Full-Time,On-Site,Day,8,0,18,96591,1159092,172593,4,4,5,39,Yes,13,47,143,2,1,4,44.8,High,0.9412,Yes
HOSP10650,Manipal Hospital,Administration,L2,Consultant Doctor,Kochi,Female,43,Diploma,Full-Time,On-Site,Day,9,1,3,22297,267564,18383,4,2,5,45,Yes,4,113,76,10,0,4,34.0,Medium,0.8738,Yes
HOSP10651,AIIMS Mangaluru,Surgery,L4,Pharmacist,Udupi,Female,48,MD/MS,Full-Time,Hybrid,Day,5,9,24,127513,1530156,135973,2,1,2,59,Yes,12,55,313,9,2,4,18.7,Low,0.9683,Yes
HOSP10652,Mangalore Medical Centre,Pharmacy,L4,Resident Doctor,Hubballi,Male,46,Diploma,Full-Time,Hybrid,Day,0,9,15,146668,1760016,42889,1,4,2,18,No,7,71,254,6,2,3,37.3,Medium,0.7532,Yes
HOSP10653,Apollo Hospital,Cardiology,L2,Billing Executive,Chennai,Male,45,PhD,Full-Time,On-Site,Rotational,11,4,12,104479,1253748,14633,5,1,5,8,No,14,55,115,6,1,2,24.8,High,0.7804,No
HOSP10654,CityCare Hospital,ICU,L2,Hospital Administrator,Chennai,Male,49,MBBS,Full-Time,On-Site,Night,4,3,19,116752,1401024,62244,2,2,2,68,Yes,10,49,338,1,1,5,14.6,Low,0.9754,Yes
HOSP10655,Fortis Hospital,Emergency,L2,Lab Technician,Chennai,Female,39,Bachelor's,Full-Time,On-Site,Rotational,12,0,18,154080,1848960,129177,1,1,1,4,No,15,94,362,0,3,3,33.6,Medium,0.7951,Yes
HOSP10656,CityCare Hospital,Pediatrics,L2,Senior Nurse,Hubballi,Female,53,MBBS,Full-Time,On-Site,Day,14,3,4,133481,1601772,150235,1,2,1,25,Yes,11,44,151,9,2,1,33.7,Low,0.9272,Yes
HOSP10657,Fortis Hospital,Pharmacy,L4,Hospital Administrator,Chennai,Female,56,MBBS,Full-Time,On-Site,Night,10,3,22,165892,1990704,190091,2,2,4,18,No,15,88,195,1,3,1,22.8,High,0.8466,Yes
HOSP10658,Manipal Hospital,Cardiology,L2,Pharmacist,Mysuru,Female,34,Master's,Part-Time,On-Site,Night,7,9,4,171325,2055900,141779,2,1,1,29,Yes,4,58,71,7,3,3,2.5,High,0.6462,Yes
HOSP10659,Fortis Hospital,Administration,L4,IT Support Engineer,Hubballi,Male,34,PhD,Full-Time,Hybrid,Day,4,3,19,178274,2139288,219184,3,2,2,47,Yes,15,38,57,10,3,5,3.9,Medium,0.891,Yes
HOSP10660,Apollo Hospital,IT,L1,Billing Executive,Kochi,Female,55,Master's,Full-Time,On-Site,Rotational,1,0,23,178308,2139696,83597,5,3,2,15,No,6,20,362,9,3,1,35.6,Medium,0.7112,No
HOSP10661,AIIMS Mangaluru,Radiology,L5,Data Analyst,Udupi,Female,50,MBBS,Full-Time,On-Site,Day,11,8,3,85156,1021872,176173,4,1,3,70,Yes,15,54,24,2,0,5,37.1,High,0.9888,Yes
HOSP10662,Fortis Hospital,Pediatrics,L2,Pharmacist,Kochi,Female,48,Bachelor's,Full-Time,On-Site,Rotational,1,2,1,78263,939156,175778,3,3,1,17,No,5,119,232,10,1,4,30.7,Low,0.6614,Yes
HOSP10663,Fortis Hospital,Administration,L1,Lab Technician,Bengaluru,Female,37,MBBS,Part-Time,On-Site,Rotational,15,3,25,136996,1643952,208156,1,1,5,55,Yes,10,56,139,3,1,3,37.8,High,0.9736,Yes
HOSP10664,AIIMS Mangaluru,Cardiology,L1,Pharmacist,Chennai,Female,23,PhD,Full-Time,Hybrid,Night,20,4,12,117252,1407024,15115,5,2,5,20,Yes,14,113,345,7,3,4,32.5,Medium,0.8142,Yes
HOSP10665,Apollo Hospital,Pediatrics,L3,Hospital Administrator,Bengaluru,Female,36,Master's,Full-Time,On-Site,Night,2,6,29,136632,1639584,75379,5,2,4,30,Yes,6,101,388,2,3,1,40.4,Medium,0.8461,Yes
HOSP10666,CityCare Hospital,Nursing,L3,Radiology Technician,Mangaluru,Female,50,Bachelor's,Contract,On-Site,Rotational,9,5,15,92855,1114260,233553,2,4,3,0,No,12,40,228,5,0,5,7.2,Medium,0.57,Yes
HOSP10667,Fortis Hospital,Pharmacy,L4,Data Analyst,Mangaluru,Male,49,MBBS,Full-Time,On-Site,Night,18,4,21,34575,414900,39979,5,4,5,2,No,8,92,236,1,3,4,17.8,Medium,0.3392,Yes
HOSP10668,AIIMS Mangaluru,Cardiology,L1,Lab Technician,Bengaluru,Female,35,MD/MS,Full-Time,On-Site,Rotational,7,7,1,30204,362448,171713,5,3,4,24,Yes,2,69,43,2,0,1,21.2,High,0.5749,Yes
HOSP10669,Manipal Hospital,Nursing,L1,Staff Nurse,Hubballi,Female,45,PhD,Full-Time,On-Site,Day,6,0,18,29952,359424,69377,1,2,1,7,No,9,81,361,0,0,2,13.7,High,0.658,Yes
HOSP10670,AIIMS Mangaluru,Laboratory,L3,Physiotherapist,Kochi,Female,58,PhD,Full-Time,On-Site,Day,0,6,16,101323,1215876,6416,3,4,3,64,Yes,6,48,224,8,3,4,32.8,High,0.942,No
HOSP10671,Manipal Hospital,ICU,L2,Consultant Doctor,Bengaluru,Female,58,MD/MS,Full-Time,On-Site,Night,11,5,4,178448,2141376,141705,5,2,3,61,Yes,12,43,245,3,1,2,41.1,Low,0.9872,Yes
HOSP10672,Apollo Hospital,IT,L2,Medical Officer,Mangaluru,Male,43,MBBS,Full-Time,On-Site,Night,4,10,24,160712,1928544,128785,2,1,2,6,No,9,34,237,5,0,2,18.9,Medium,0.7294,Yes
HOSP10673,CityCare Hospital,Physiotherapy,L5,Receptionist,Bengaluru,Male,45,PhD,Contract,On-Site,Rotational,15,4,17,44437,533244,234261,3,4,1,6,No,2,90,230,6,1,1,42.4,Medium,0.6351,Yes
HOSP10674,AIIMS Mangaluru,Pharmacy,L5,Ward Assistant,Hubballi,Male,27,Bachelor's,Full-Time,Hybrid,Day,3,6,27,145129,1741548,131666,2,3,3,7,No,12,4,45,1,1,3,23.5,High,0.7246,Yes
HOSP10675,Mangalore Medical Centre,Pediatrics,L5,Data Analyst,Bengaluru,Male,42,MBBS,Full-Time,Hybrid,Rotational,16,2,22,105681,1268172,145465,5,4,4,18,No,1,70,271,7,0,5,23.8,Medium,0.4534,No
HOSP10676,Mangalore Medical Centre,Radiology,L4,Pharmacist,Kochi,Male,37,MBBS,Full-Time,On-Site,Day,20,0,20,25903,310836,166452,3,2,5,16,No,15,73,22,8,2,1,27.2,High,0.8057,Yes
HOSP10677,District General Hospital,Administration,L2,Staff Nurse,Udupi,Male,38,Master's,Contract,On-Site,Night,1,8,17,44863,538356,176128,5,5,1,10,No,11,73,21,9,0,4,12.4,High,0.5681,No
HOSP10678,Fortis Hospital,Physiotherapy,L2,Resident Doctor,Hubballi,Female,30,PhD,Part-Time,On-Site,Night,11,1,7,61381,736572,219351,1,5,1,48,Yes,6,50,111,10,2,5,17.6,Medium,0.8683,Yes
HOSP10679,Apollo Hospital,Emergency,L3,Resident Doctor,Mangaluru,Male,30,PhD,Full-Time,On-Site,Night,0,9,26,46548,558576,130364,3,2,3,10,No,3,56,21,1,0,3,25.1,High,0.5692,No
HOSP10680,AIIMS Mangaluru,Administration,L4,Ward Assistant,Kochi,Male,27,MD/MS,Full-Time,On-Site,Day,11,2,14,29467,353604,97507,2,1,3,40,Yes,0,57,169,4,0,1,42.4,High,0.9265,Yes
HOSP10681,Mangalore Medical Centre,Pediatrics,L1,Data Analyst,Bengaluru,Female,58,Master's,Full-Time,Hybrid,Night,11,7,12,75954,911448,247256,1,4,3,61,Yes,5,91,90,1,1,3,29.1,High,0.9407,Yes
HOSP10682,Fortis Hospital,IT,L2,Data Analyst,Bengaluru,Male,47,Master's,Full-Time,Hybrid,Rotational,11,9,12,41901,502812,118243,4,5,4,51,Yes,10,35,23,10,1,4,15.3,Medium,0.8819,Yes
HOSP10683,Mangalore Medical Centre,Outpatient,L1,Consultant Doctor,Udupi,Female,53,PhD,Full-Time,On-Site,Night,18,8,15,41301,495612,135933,2,1,2,65,Yes,5,9,57,4,3,1,1.0,High,0.9227,Yes
HOSP10684,AIIMS Mangaluru,Administration,L3,Pharmacist,Mangaluru,Female,21,MBBS,Full-Time,On-Site,Night,16,2,21,142686,1712232,103070,5,2,3,67,Yes,5,49,378,6,1,4,44.2,Low,0.9796,Yes
HOSP10685,Manipal Hospital,Outpatient,L4,Billing Executive,Mangaluru,Male,54,Master's,Full-Time,Hybrid,Rotational,19,5,19,103180,1238160,36126,2,1,2,74,Yes,1,98,89,5,1,5,22.4,Medium,0.9541,Yes
HOSP10686,AIIMS Mangaluru,ICU,L4,Radiology Technician,Mysuru,Female,24,MD/MS,Contract,On-Site,Rotational,10,6,12,87903,1054836,80382,4,2,2,66,Yes,0,116,220,3,1,5,42.3,Low,0.9648,Yes
HOSP10687,District General Hospital,IT,L2,Ward Assistant,Mangaluru,Male,37,Master's,Full-Time,On-Site,Night,12,0,19,121955,1463460,222785,2,4,1,39,Yes,2,98,327,1,1,3,24.9,Low,0.823,Yes
HOSP10688,AIIMS Mangaluru,Cardiology,L5,Consultant Doctor,Udupi,Male,24,MD/MS,Contract,On-Site,Day,7,6,1,165276,1983312,164754,1,1,5,4,No,11,36,271,6,3,3,27.4,High,0.7425,Yes
HOSP10689,AIIMS Mangaluru,Nursing,L3,Pharmacist,Chennai,Female,46,Master's,Full-Time,On-Site,Rotational,9,3,2,37755,453060,18228,2,4,5,21,Yes,13,111,306,9,1,5,32.2,Medium,0.8418,Yes
HOSP10690,District General Hospital,Emergency,L1,Hospital Administrator,Mysuru,Female,24,MD/MS,Full-Time,On-Site,Rotational,7,4,14,77817,933804,231371,3,1,4,36,Yes,1,19,311,8,2,2,14.8,Low,0.7326,Yes
HOSP10691,Apollo Hospital,General Medicine,L2,Staff Nurse,Mysuru,Male,21,Master's,Full-Time,On-Site,Day,19,7,22,20093,241116,24009,4,2,4,10,No,5,12,173,0,2,5,31.6,Medium,0.5953,Yes
HOSP10692,AIIMS Mangaluru,Pediatrics,L2,Receptionist,Bengaluru,Female,27,Master's,Full-Time,On-Site,Day,7,3,18,114319,1371828,94,2,2,5,43,Yes,12,74,152,2,3,1,23.9,High,0.931,Yes
HOSP10693,District General Hospital,Surgery,L1,Physiotherapist,Bengaluru,Female,50,Bachelor's,Full-Time,On-Site,Rotational,8,3,12,40940,491280,238060,4,1,5,52,Yes,11,108,390,6,1,4,30.4,High,0.9401,Yes
HOSP10694,Fortis Hospital,General Medicine,L5,Radiology Technician,Mangaluru,Male,29,MD/MS,Full-Time,On-Site,Day,6,7,4,146714,1760568,80636,1,2,1,76,Yes,5,18,93,8,2,5,37.7,Low,0.9855,Yes
HOSP10695,Manipal Hospital,Administration,L2,Billing Executive,Mysuru,Male,55,MD/MS,Full-Time,On-Site,Rotational,13,4,25,109544,1314528,183293,3,3,1,60,Yes,12,91,293,4,0,5,8.7,High,0.9076,Yes
HOSP10696,Manipal Hospital,Physiotherapy,L4,Hospital Administrator,Bengaluru,Female,28,MD/MS,Full-Time,On-Site,Day,1,5,21,102437,1229244,98453,5,3,5,66,Yes,4,101,290,6,2,4,27.8,Medium,0.9005,Yes
HOSP10697,AIIMS Mangaluru,Pediatrics,L2,Hospital Administrator,Udupi,Male,44,Diploma,Part-Time,On-Site,Rotational,10,10,5,110969,1331628,148502,2,4,3,12,No,9,55,204,9,1,4,2.8,Medium,0.5493,Yes
HOSP10698,Apollo Hospital,Nursing,L1,Medical Officer,Bengaluru,Male,39,Master's,Full-Time,Hybrid,Night,7,4,13,125001,1500012,166643,1,3,3,10,No,9,44,372,6,2,1,5.0,Medium,0.556,Yes
HOSP10699,Apollo Hospital,Laboratory,L2,Resident Doctor,Hubballi,Male,56,MD/MS,Full-Time,On-Site,Night,12,0,3,105725,1268700,54486,4,3,1,10,No,4,59,24,3,0,4,30.5,High,0.5689,Yes
HOSP10700,Fortis Hospital,Nursing,L1,Senior Nurse,Hubballi,Male,47,PhD,Full-Time,On-Site,Rotational,20,6,21,133784,1605408,90510,4,5,2,6,No,8,67,312,4,2,3,3.7,High,0.2972,No
HOSP10701,AIIMS Mangaluru,Surgery,L2,Staff Nurse,Bengaluru,Male,52,Diploma,Contract,Hybrid,Night,14,5,18,128675,1544100,227737,1,5,5,16,No,13,56,379,1,1,5,27.0,Low,0.8635,Yes
HOSP10702,Manipal Hospital,Emergency,L4,Resident Doctor,Mysuru,Male,34,Bachelor's,Full-Time,On-Site,Night,2,1,22,112266,1347192,243842,2,5,4,47,Yes,4,53,105,7,0,4,10.3,Medium,0.8124,Yes
HOSP10703,Apollo Hospital,Nursing,L3,Lab Technician,Chennai,Male,38,MD/MS,Full-Time,On-Site,Day,13,10,6,27236,326832,193366,5,5,3,13,No,12,36,233,0,3,1,14.0,Medium,0.6445,Yes
HOSP10704,AIIMS Mangaluru,Radiology,L3,Receptionist,Chennai,Female,48,MD/MS,Full-Time,On-Site,Day,14,6,3,90597,1087164,20860,2,2,2,62,Yes,9,82,34,1,0,4,6.3,Medium,0.934,Yes
HOSP10705,Mangalore Medical Centre,Laboratory,L1,Hospital Administrator,Mysuru,Male,49,Diploma,Full-Time,On-Site,Day,1,5,1,152974,1835688,72812,3,4,3,63,Yes,5,36,292,2,2,5,11.6,Medium,0.8711,Yes
HOSP10706,Apollo Hospital,General Medicine,L1,Senior Nurse,Kochi,Female,36,Master's,Contract,On-Site,Rotational,18,4,26,117656,1411872,66087,2,4,2,74,Yes,10,116,70,6,3,2,37.0,Medium,0.9868,Yes
HOSP10707,District General Hospital,Cardiology,L1,Data Analyst,Chennai,Female,55,PhD,Full-Time,Hybrid,Day,11,7,6,52364,628368,244856,3,3,5,76,Yes,3,13,272,5,0,4,28.9,Medium,0.9517,Yes
HOSP10708,Mangalore Medical Centre,ICU,L3,Resident Doctor,Hubballi,Female,51,Bachelor's,Full-Time,On-Site,Day,19,4,2,125071,1500852,139558,4,4,5,64,Yes,9,94,64,6,0,3,42.8,Low,0.9692,Yes
HOSP10709,Apollo Hospital,Radiology,L1,Billing Executive,Udupi,Male,24,MD/MS,Full-Time,On-Site,Night,3,10,14,112410,1348920,214135,3,3,5,33,Yes,13,91,210,10,0,5,2.7,Medium,0.6962,No
HOSP10710,Manipal Hospital,Laboratory,L2,Billing Executive,Mysuru,Male,57,Master's,Full-Time,Hybrid,Rotational,2,1,0,169168,2030016,49607,5,4,1,8,No,13,99,141,4,1,1,35.8,High,0.7691,Yes
HOSP10711,CityCare Hospital,Cardiology,L3,Billing Executive,Mangaluru,Female,37,PhD,Contract,On-Site,Rotational,4,5,1,161092,1933104,140817,1,1,2,76,Yes,15,43,206,3,3,5,31.6,Medium,0.9928,Yes
HOSP10712,Mangalore Medical Centre,Cardiology,L2,Consultant Doctor,Hubballi,Male,59,PhD,Full-Time,On-Site,Day,2,0,9,76473,917676,106664,3,1,4,36,Yes,14,101,233,6,3,2,12.1,High,0.846,Yes
HOSP10713,Fortis Hospital,Pediatrics,L1,Radiology Technician,Udupi,Female,46,Bachelor's,Full-Time,On-Site,Day,14,4,15,62153,745836,209605,2,4,4,29,Yes,0,82,168,2,0,1,32.9,Low,0.7836,Yes
HOSP10714,Fortis Hospital,Laboratory,L2,IT Support Engineer,Udupi,Male,59,MBBS,Full-Time,On-Site,Rotational,18,5,24,56502,678024,18330,3,2,5,40,Yes,3,41,189,9,3,2,32.4,Medium,0.8586,No
HOSP10715,Manipal Hospital,Emergency,L4,Resident Doctor,Mysuru,Male,24,PhD,Full-Time,On-Site,Day,1,6,27,33675,404100,120803,4,3,4,44,Yes,1,0,228,6,2,2,20.9,Medium,0.7543,Yes
HOSP10716,Apollo Hospital,Administration,L3,Billing Executive,Udupi,Female,50,MBBS,Part-Time,On-Site,Rotational,11,1,14,173437,2081244,171150,3,4,3,46,Yes,9,22,101,1,2,3,31.1,Low,0.9144,Yes
HOSP10717,AIIMS Mangaluru,Surgery,L2,Medical Officer,Mysuru,Female,50,PhD,Full-Time,On-Site,Rotational,4,0,23,136384,1636608,186404,5,3,2,6,No,2,118,215,7,0,4,20.3,Low,0.3871,No
HOSP10718,Apollo Hospital,Surgery,L1,Physiotherapist,Chennai,Female,42,Bachelor's,Full-Time,On-Site,Rotational,16,5,14,96229,1154748,235193,3,5,2,13,No,6,63,265,5,2,3,15.4,High,0.4217,No
HOSP10719,Manipal Hospital,General Medicine,L5,Consultant Doctor,Bengaluru,Male,31,Diploma,Contract,On-Site,Day,13,2,30,107049,1284588,185604,5,4,2,47,Yes,6,27,364,2,0,3,21.3,Medium,0.8808,Yes
HOSP10720,Fortis Hospital,General Medicine,L3,IT Support Engineer,Hubballi,Female,22,Bachelor's,Full-Time,On-Site,Rotational,9,4,13,107157,1285884,221437,2,2,3,5,No,0,111,376,2,2,3,40.3,Medium,0.5709,No
HOSP10721,Apollo Hospital,Surgery,L2,Staff Nurse,Kochi,Male,32,Bachelor's,Full-Time,On-Site,Rotational,2,10,21,123711,1484532,43336,4,5,1,33,Yes,7,3,59,4,0,1,17.6,Medium,0.7943,Yes
HOSP10722,Fortis Hospital,Nursing,L4,Staff Nurse,Bengaluru,Male,50,Diploma,Full-Time,On-Site,Rotational,3,1,13,128090,1537080,8070,1,4,3,79,Yes,15,40,187,2,0,4,18.5,High,0.9866,Yes
HOSP10723,Mangalore Medical Centre,Emergency,L2,Staff Nurse,Hubballi,Male,56,Diploma,Contract,On-Site,Night,5,0,5,111321,1335852,1320,2,1,2,45,Yes,6,59,62,5,3,4,27.6,Medium,0.9296,Yes
HOSP10724,AIIMS Mangaluru,Outpatient,L3,Staff Nurse,Mysuru,Female,38,Master's,Full-Time,Hybrid,Day,15,0,13,44465,533580,89043,2,4,2,58,Yes,0,17,348,1,3,1,34.0,High,0.9302,Yes
HOSP10725,Mangalore Medical Centre,Nursing,L3,Physiotherapist,Hubballi,Female,46,PhD,Full-Time,On-Site,Day,6,10,16,50286,603432,38921,1,1,2,69,Yes,7,62,230,7,0,3,33.2,Medium,0.9765,Yes
HOSP10726,Fortis Hospital,Physiotherapy,L2,Resident Doctor,Chennai,Female,27,Master's,Full-Time,On-Site,Night,14,3,17,72795,873540,6589,3,1,4,7,No,13,60,198,10,3,3,1.4,Medium,0.429,No
HOSP10727,Fortis Hospital,Nursing,L5,Billing Executive,Mysuru,Male,21,Diploma,Full-Time,On-Site,Rotational,20,9,19,126139,1513668,195481,3,4,1,23,Yes,13,48,42,10,3,2,31.1,Low,0.8714,No
HOSP10728,CityCare Hospital,ICU,L3,Pharmacist,Bengaluru,Male,46,MBBS,Full-Time,On-Site,Night,19,1,18,121845,1462140,92995,3,4,3,66,Yes,1,46,114,8,1,2,20.5,High,0.9166,Yes
HOSP10729,CityCare Hospital,Pharmacy,L3,Resident Doctor,Mangaluru,Female,43,MBBS,Full-Time,On-Site,Night,10,0,29,67986,815832,15589,4,1,2,3,No,7,114,179,6,2,5,23.8,Medium,0.4745,No
